,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Level,Organ
2514,MERFISH,Hypothalamus,Animal1_Bregma0.26,GraphST,0.1258809169647095,0.1625716809702113,0.2826103301034258,0.5254552980132451,0.1782541437070662,0.1494255071991424,0.1625716809702113,15.148233795166016,736.646347618103,0.1651490066225165,0.0315767507687171,-0.1383273133471216,celltype,Brain
2515,MERFISH,Hypothalamus,Animal1_Bregma0.26,PRECAST,0.4832608289925303,0.643211706796832,0.587180120755825,0.8483029801324504,0.7120071201123448,0.5865392277460799,0.643211706796832,26.052351999282838,152.42000000000002,0.7230960264900662,0.0624065588195022,-0.0791784807962383,celltype,Brain
2516,MERFISH,Hypothalamus,Animal1_Bregma0.26,SEDR,0.4575842724941824,0.5682436030528291,0.5671721540116776,0.7947433774834437,0.60237254173194,0.5378569637768019,0.5682436030528291,20.4165668964386,546.8169414520264,0.6146109271523179,0.05222492443155794,-0.1045721540852708,celltype,Brain
2517,MERFISH,Hypothalamus,Animal1_Bregma0.26,STAGATE,0.1334428238947542,0.19284491425985054,0.2911630391825329,0.5486754966887417,0.21080279071139593,0.1777128399843249,0.19284491425985054,35.21124839782715,275.44695987701414,0.20206953642384104,0.03503379744274012,-0.07115916516502582,celltype,Brain
2518,MERFISH,Hypothalamus,Animal1_Bregma0.26,SpaGCN,0.4246165527730449,0.5273739106712035,0.5383338297460596,0.7951158940397351,0.5586159537052143,0.49944135995003675,0.5273739106712036,25.85348958969116,468.5191230773926,0.6241721854304636,0.0539260596627432,-0.0807498511850243,celltype,Brain
2519,MERFISH,Hypothalamus,Animal1_Bregma0.26,SpaceFlow,0.10999192324497102,0.13164868918463896,0.26549642883402835,0.49722682119205286,0.14565580144421258,0.12010622901670487,0.13164868918463898,38.24875884056091,294.57718601226804,0.06440397350993372,0.03064292461529284,-0.03450921410061702,celltype,Brain
2520,MERFISH,Hypothalamus,Animal1_Bregma0.26,SpatialMGCN,0.571195167407067,0.7169192615683224,0.6627671718300451,0.8673427152317881,0.7440865241251895,0.6916659219446805,0.7169192615683225,41.938065958023074,370.30352382659913,0.5765728476821192,0.06182113581152669,-0.084575255206865,celltype,Brain
2521,MERFISH,Hypothalamus,Animal1_Bregma0.26,stLearn,0.5977392763810618,0.6978537098505464,0.681721748207533,0.8711506622516556,0.7518505789086418,0.6514200084096912,0.6978537098505464,1.345138168334961,21.490595626831055,0.7182119205298013,0.06416735956117328,-0.122937752296798,celltype,Brain
2522,MERFISH,Hypothalamus,Animal2_Bregma-0.04,BASS,0.43435316727884105,0.6497948737824136,0.5414623484639675,0.7709207110045936,0.6868438259777716,0.6165382645974059,0.6497948737824136,853.694959974289,1443.5400000000002,0.6484921110445376,0.06113670936936301,-0.1340171702713852,celltype,Brain
2523,MERFISH,Hypothalamus,Animal2_Bregma-0.04,Banksy,0.4758282587617848,0.6347380097368756,0.5967121309645007,0.7371679648492111,0.6312481027543693,0.6382667197197363,0.6347380097368754,10.590556192398072,81.69074420928955,0.56041541841422,0.0584953888359484,-0.1487331415037199,celltype,Brain
2524,MERFISH,Hypothalamus,Animal2_Bregma-0.04,CCST,0.11890241069041405,0.1907349739936759,0.28881275510147153,0.48544038346315155,0.1965967853835397,0.18535846510085074,0.1907349739936759,414.1608640670776,1649.6924081802367,0.14435789894148188,0.03304262625232434,-0.23535317721925703,celltype,Brain
2525,MERFISH,Hypothalamus,Animal2_Bregma-0.04,CellCharter,0.37114342319782134,0.5074105216628769,0.4929739125192083,0.712482524465748,0.5282668798473404,0.4882456895496562,0.5074105216628769,6.633536434173584,81.65436897277831,0.5914919113241461,0.055019857040918774,-0.18692336732707351,celltype,Brain
2526,MERFISH,Hypothalamus,Animal2_Bregma-0.04,DeepST,0.31313583895801933,0.43193326393666187,0.552627838097324,0.6262432594367885,0.3607594318763858,0.5383159961633962,0.4319332639366619,242.30800504684447,586.5223037719727,0.2167365688036748,0.042359008205958296,-0.2133466267359044,celltype,Brain
2527,MERFISH,Hypothalamus,Animal2_Bregma-0.04,GraphST,0.0761238234193403,0.18076426872664,0.2681166036704264,0.4679448771719592,0.1848259379388955,0.1768772764774589,0.18076426872664,21.732328987121583,790.0575687408448,0.1675654084282005,0.0331229334577796,-0.1793551352319641,celltype,Brain
2528,MERFISH,Hypothalamus,Animal2_Bregma-0.04,PRECAST,0.3900998643098742,0.5996972287203738,0.5022147814240105,0.743958458158578,0.6458000925902068,0.559738215045588,0.5996972287203737,27.33310604095459,151.1,0.6718593968444179,0.05997014008881361,-0.0991599709139695,celltype,Brain
2529,MERFISH,Hypothalamus,Animal2_Bregma-0.04,SEDR,0.3855205341023674,0.5421914440199418,0.5136838627764941,0.7119632514479728,0.5523164051438878,0.5327986911264817,0.5421914440199418,20.571859312057494,586.6683099746704,0.5409626522867985,0.0522748610283905,-0.2292124702594172,celltype,Brain
2530,MERFISH,Hypothalamus,Animal2_Bregma-0.04,STAGATE,0.1280496850412654,0.2173374166180757,0.28862819810194196,0.5061314160175754,0.22832940769036286,0.20742557632550165,0.2173374166180757,38.869544219970706,295.9298749923706,0.2154184142200918,0.03704790421070004,-0.21812598577300474,celltype,Brain
2531,MERFISH,Hypothalamus,Animal2_Bregma-0.04,SpaGCN,0.3484574323492064,0.5154753601215395,0.46810867003571055,0.7167964849211105,0.5460057906329961,0.48817840273121516,0.5154753601215395,15.036536359786988,491.2974630355835,0.6944278010784901,0.05552427972969041,-0.10946136448366799,celltype,Brain
2532,MERFISH,Hypothalamus,Animal2_Bregma-0.04,SpaceFlow,0.0829522629166076,0.15404185476717108,0.23783973115768334,0.46407030157779106,0.16619786286715305,0.14355638642130267,0.15404185476717108,29.167767143249513,311.01637115478513,0.07864989015378468,0.0318215590932141,-0.04557797979723988,celltype,Brain
2533,MERFISH,Hypothalamus,Animal2_Bregma-0.04,SpatialMGCN,0.3650610761378148,0.6088607340909432,0.513688119800107,0.731575793888556,0.5965636490819654,0.6216754537174624,0.6088607340909432,39.629463052749635,397.0209217071533,0.5891751547833034,0.0575267427104925,-0.23392898658255729,celltype,Brain
