,Technology,Dataset,Sample,Method,Tissue,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW
141,10X,DLPFC,151671,BASS,Brain,0.532745356,0.655390849,0.659018479,0.86928903,0.699450576,0.616552999,0.655390849,1595.735704,2329.24,0.027608111,0.058349923,0.138053386
142,10X,DLPFC,151671,Banksy,Brain,0.612436241,0.688705009,0.720920796,0.883703885,0.716678458,0.66283325,0.688705009,13.10788455,683.2839495,0.028096751,0.058425903,0.10580438
143,10X,DLPFC,151671,BayesSpace,Brain,0.502773445,0.633122661,0.636600147,0.85218666,0.671788441,0.598665576,0.633122661,2004.88854,8372.02,0.020522844,0.058212883,0.139936598
144,10X,DLPFC,151671,CCST,Brain,0.604532345,0.638382024,0.742795917,0.731443929,0.575328023,0.719618244,0.638382024,321.4923067,1539.231489,0.008453457,0.057764809,0.07589122
145,10X,DLPFC,151671,CellCharter,Brain,0.451537094,0.588771451,0.598105142,0.810408014,0.62548852,0.55614355,0.588771451,238.9624372,416.9697451,0.068653799,0.058936613,0.12608825
146,10X,DLPFC,151671,DeepST,Brain,0.521650906,0.642137752,0.651353969,0.820571708,0.678410951,0.609662136,0.642137752,304.3876598,5679.173196,0.041290007,0.058009302,0.113432275
147,10X,DLPFC,151671,GraphST,Brain,0.637842775,0.733494685,0.739327882,0.89787442,0.765219533,0.704295649,0.733494685,24.2052537,1093.976702,0.007573907,0.057736399,0.127444551
148,10X,DLPFC,151671,PRECAST,Brain,0.781074797,0.706355904,0.847458963,0.873442463,0.696638916,0.716347799,0.706355904,27.34111009,935.46,0.028096751,0.06127774,0.113248749
149,10X,DLPFC,151671,SEDR,Brain,0.575409196,0.68407625,0.695668491,0.858587833,0.708355259,0.662379385,0.68407625,21.89576983,2127.329085,0.012069387,0.057866714,0.111702003
150,10X,DLPFC,151671,STAGATE,Brain,0.59544934,0.686869457,0.707759838,0.885365258,0.718857856,0.65760676,0.686869457,56.43311934,497.0502567,0.032934278,0.058820614,0.103927571
151,10X,DLPFC,151671,SpaGCN,Brain,0.523095817,0.634590902,0.651651307,0.864646958,0.67623015,0.597782134,0.634590902,62.43220458,1156.421832,0.053261666,0.058534828,0.087627746
152,10X,DLPFC,151671,SpaceFlow,Brain,0.500352957,0.643462898,0.635101605,0.852870755,0.682557659,0.608613531,0.643462898,38.60871344,516.0254528,0.013926215,0.057872125,0.157747733
153,10X,DLPFC,151671,SpatialMGCN,Brain,0.584724098,0.678768554,0.698785484,0.86342536,0.719559908,0.642353952,0.678768554,64.25635867,569.227949,0.018568287,0.057743797,0.08097734
154,10X,DLPFC,151671,stLearn,Brain,0.325786009,0.48261798,0.507897066,0.739311019,0.505856419,0.461420857,0.48261798,381.4263416,7047.510355,0.199609089,0.061992031,0.069365347
155,10X,DLPFC,151672,BASS,Brain,0.443647738,0.609836901,0.589529852,0.722736626,0.612309621,0.607384073,0.609836901,1635.207406,2097.74,0.025205761,0.059945615,0.093185267
156,10X,DLPFC,151672,Banksy,Brain,0.645464829,0.646653349,0.741842523,0.820730453,0.639284491,0.654194067,0.646653349,13.28819981,656.6093721,0.029063786,0.05986351,0.074638451
157,10X,DLPFC,151672,BayesSpace,Brain,0.735592152,0.710733016,0.809007623,0.840534979,0.698305159,0.72361125,0.710733016,1898.598288,8599.64,0.023919753,0.059685857,0.116108639
158,10X,DLPFC,151672,CCST,Brain,0.631514062,0.658952499,0.762217901,0.711111111,0.577919296,0.766590466,0.658952499,297.9227616,1404.710945,0.006430041,0.059557137,0.091856387
159,10X,DLPFC,151672,CellCharter,Brain,0.567679813,0.679561064,0.674328492,0.86409465,0.709624469,0.651945766,0.679561064,223.7724965,395.7340162,0.038323045,0.060125429,0.127726855
160,10X,DLPFC,151672,DeepST,Brain,0.533349563,0.649308645,0.647871439,0.827983539,0.679148181,0.621992669,0.649308645,274.7371485,5397.115537,0.04218107,0.059707751,0.126682069
161,10X,DLPFC,151672,GraphST,Brain,0.638931358,0.724018272,0.730728055,0.882973251,0.74263474,0.706312339,0.724018272,24.47999167,1004.237864,0.005915638,0.059520162,0.123017844
162,10X,DLPFC,151672,PRECAST,Brain,0.76693861,0.728111406,0.834244726,0.864197531,0.706942664,0.750587039,0.728111406,26.86413393,930.76,0.026234568,0.062454752,0.119818849
163,10X,DLPFC,151672,SEDR,Brain,0.646407003,0.703286129,0.73884698,0.862139918,0.709217313,0.699363039,0.703286129,18.82247334,2121.975661,0.010493827,0.059525773,0.120787396
164,10X,DLPFC,151672,STAGATE,Brain,0.628431772,0.674145542,0.72722603,0.848971193,0.671312732,0.677002448,0.674145542,55.68080564,452.521862,0.035030864,0.062291694,0.057517503
165,10X,DLPFC,151672,SpaGCN,Brain,0.57405422,0.673240147,0.679567285,0.866769547,0.699508766,0.648873048,0.673240147,53.2775888,1073.839649,0.055298354,0.060240813,0.088116187
166,10X,DLPFC,151672,SpaceFlow,Brain,0.663628756,0.701918925,0.748746572,0.822119342,0.723814943,0.681349107,0.701918925,28.79120402,476.6448782,0.016152263,0.059523299,0.105890799
167,10X,DLPFC,151672,SpatialMGCN,Brain,0.650383674,0.694584114,0.738138802,0.847222222,0.722444946,0.668792374,0.694584114,63.84274206,536.2240126,0.013888889,0.059619506,0.102332881
168,10X,DLPFC,151672,stLearn,Brain,0.280499558,0.42822233,0.47568019,0.646347737,0.423416586,0.433138417,0.42822233,360.8219703,6585.796734,0.197273663,0.064292472,0.03615023
169,10X,DLPFC,151673,BASS,Brain,0.527969376,0.654974154,0.609471053,0.756023262,0.665138803,0.645115501,0.654974154,1657.235618,2132.7,0.028800886,0.060774082,0.062037228
170,10X,DLPFC,151673,Banksy,Brain,0.609339332,0.711392443,0.680093262,0.798116865,0.70346356,0.7195021,0.711392443,14.17227755,635.4553139,0.036001108,0.060830969,0.005450235
171,10X,DLPFC,151673,BayesSpace,Brain,0.551311627,0.692446782,0.628419839,0.780947106,0.706977973,0.678500906,0.692446782,1780.267914,7141.6,0.042924398,0.061605058,0.009997483
172,10X,DLPFC,151673,CCST,Brain,0.460341941,0.629660666,0.586543725,0.680476322,0.571427288,0.70217438,0.629660666,265.3677292,1258.14432,0.018831349,0.060646345,-0.054220374
173,10X,DLPFC,151673,CellCharter,Brain,0.452798576,0.608223268,0.54490638,0.707671005,0.626068135,0.591372137,0.608223268,220.896282,427.5034374,0.072279147,0.061434514,0.068238643
174,10X,DLPFC,151673,DeepST,Brain,0.54220474,0.68458051,0.620435075,0.780614788,0.701244632,0.668723127,0.68458051,256.0650476,5032.648077,0.040044309,0.060573997,0.030901711
175,10X,DLPFC,151673,GraphST,Brain,0.609673163,0.722246402,0.676774193,0.818332872,0.739597903,0.705690395,0.722246402,23.21617975,918.2291861,0.02076987,0.060529256,0.058666982
176,10X,DLPFC,151673,PRECAST,Brain,0.584955687,0.672844149,0.65737166,0.784547217,0.67976019,0.666067421,0.672844149,34.75146399,957.54,0.05372473,0.062912411,0.021459728
177,10X,DLPFC,151673,SEDR,Brain,0.544110869,0.682675275,0.623286277,0.762171144,0.689354934,0.676169443,0.682675275,23.27886028,2115.556239,0.025200775,0.060542922,-0.006829841
178,10X,DLPFC,151673,STAGATE,Brain,0.579143592,0.706267068,0.6514164,0.80105234,0.723339108,0.690014291,0.706267068,52.10437522,523.852063,0.045527555,0.061226405,0.03846489
179,10X,DLPFC,151673,SpaGCN,Brain,0.463246686,0.625857396,0.55403598,0.735253392,0.642696009,0.609878599,0.625857396,48.64916029,1081.991668,0.081140958,0.061175665,0.012533732
180,10X,DLPFC,151673,SpaceFlow,Brain,0.439757022,0.589098863,0.536099333,0.726280809,0.60095282,0.577811058,0.589098863,31.61262364,536.9768831,0.047022985,0.061220317,0.069491975
181,10X,DLPFC,151673,SpatialMGCN,Brain,0.439320174,0.603301495,0.532732965,0.715037386,0.624119707,0.583827282,0.603301495,61.42682176,437.1358913,0.047632235,0.062522166,0.057987685
182,10X,DLPFC,151673,stLearn,Brain,0.251448977,0.441974537,0.393064126,0.535862642,0.431034031,0.45348489,0.441974537,335.425878,6209.655229,0.218499031,0.063712801,-0.036125299
183,10X,DLPFC,151674,BASS,Brain,0.54089331,0.659205002,0.616813988,0.76781293,0.667336186,0.651269582,0.659205002,1730.26908,2266.36,0.033287483,0.060093707,0.075286689
184,10X,DLPFC,151674,Banksy,Brain,0.555350755,0.698724002,0.629246998,0.771389271,0.705914396,0.691678614,0.698724002,13.50968242,666.4817444,0.041540578,0.060597442,0.020203053
185,10X,DLPFC,151674,BayesSpace,Brain,0.326308034,0.462657123,0.437451827,0.558734525,0.466504835,0.458872364,0.462657123,1795.207918,7489.58,0.039064649,0.060684852,0.144581494
186,10X,DLPFC,151674,CCST,Brain,0.461879247,0.61441504,0.576736643,0.679944979,0.572861775,0.662702453,0.61441504,270.8098048,1315.188753,0.018707015,0.060055238,-0.019884052
187,10X,DLPFC,151674,CellCharter,Brain,0.405465785,0.555244213,0.501772288,0.65392022,0.566432052,0.544520459,0.555244213,256.9952873,496.3188782,0.044511692,0.060279508,0.150966551
188,10X,DLPFC,151674,DeepST,Brain,0.475736271,0.633226671,0.562968385,0.714607978,0.64022148,0.626410523,0.633226671,262.1954829,5078.859646,0.038569464,0.059849878,0.017232916
189,10X,DLPFC,151674,GraphST,Brain,0.599388301,0.716238385,0.665406402,0.807977992,0.727080544,0.705714829,0.716238385,24.15470595,954.9180679,0.014580468,0.059822119,0.063051377
190,10X,DLPFC,151674,PRECAST,Brain,0.53729045,0.63253527,0.612865836,0.768088033,0.644005606,0.621466377,0.63253527,37.33912001,910.28,0.061348006,0.063515554,0.071531551
191,10X,DLPFC,151674,SEDR,Brain,0.592478519,0.711208357,0.661568723,0.784099037,0.705849262,0.716810772,0.711208357,23.63529768,2303.72752,0.021623109,0.05985883,0.006155252
192,10X,DLPFC,151674,STAGATE,Brain,0.651230023,0.741418137,0.70862276,0.822338377,0.756078145,0.727329243,0.741418137,53.94017334,580.3669596,0.043631362,0.060283473,0.042293278
193,10X,DLPFC,151674,SpaGCN,Brain,0.354435391,0.51836716,0.458661403,0.601925722,0.528988815,0.508163658,0.51836716,45.8842258,1168.513004,0.08170564,0.061342495,0.104206968
194,10X,DLPFC,151674,SpaceFlow,Brain,0.430850515,0.570024247,0.523326837,0.687702889,0.580605294,0.559838927,0.570024247,27.73052812,644.3906073,0.024154058,0.060196556,0.115537884
195,10X,DLPFC,151674,SpatialMGCN,Brain,0.517904184,0.68775019,0.599751499,0.757634113,0.689251686,0.686255222,0.68775019,64.40290675,607.8773565,0.055020633,0.06038295,0.019026173
196,10X,DLPFC,151674,stLearn,Brain,0.298523687,0.450326416,0.418104579,0.621182944,0.451243284,0.449413267,0.450326416,340.9611202,6412.569173,0.215405777,0.064685642,-0.025666759
197,10X,DLPFC,151675,BASS,Brain,0.47297005,0.664557982,0.567225589,0.724901851,0.652346593,0.677235266,0.664557982,1656.502014,2065.92,0.037577117,0.061267266,0.031141768
198,10X,DLPFC,151675,Banksy,Brain,0.50743384,0.675145066,0.59712795,0.678070667,0.655196631,0.696346366,0.675145066,12.77394085,616.3562403,0.034772855,0.061564718,0.006744743
199,10X,DLPFC,151675,BayesSpace,Brain,0.369624542,0.608005788,0.492547393,0.593942793,0.577723126,0.641638731,0.608005788,1762.022284,8229.4,0.061132922,0.061141134,-0.058122296
200,10X,DLPFC,151675,CCST,Brain,0.44329647,0.610433935,0.58265183,0.653561413,0.546910331,0.694930926,0.610433935,262.271984,1215.719349,0.019966349,0.06097566,-0.005204992
201,10X,DLPFC,151675,CellCharter,Brain,0.435833391,0.600510574,0.52482107,0.660964666,0.609938065,0.591387065,0.600510574,226.0889831,391.3803631,0.057599551,0.061607204,0.099233267
202,10X,DLPFC,151675,DeepST,Brain,0.594344587,0.706722141,0.659726287,0.768648345,0.712474302,0.701153371,0.706722141,256.0742829,4960.563739,0.045765564,0.060411438,0.048065343
203,10X,DLPFC,151675,GraphST,Brain,0.591583923,0.703978195,0.659232134,0.787997757,0.703196403,0.704761728,0.703978195,25.08258452,878.9442568,0.014582165,0.060331307,0.052167034
204,10X,DLPFC,151675,PRECAST,Brain,0.460014206,0.543838732,0.5497005,0.664610208,0.542298132,0.545388109,0.543838732,34.23456798,1139.1,0.088053842,0.065238889,0.07845672
205,10X,DLPFC,151675,SEDR,Brain,0.558118547,0.684798105,0.630786189,0.732697701,0.683295255,0.686352696,0.684798105,24.12265377,2002.828592,0.022153674,0.060695773,0.034922594
206,10X,DLPFC,151675,STAGATE,Brain,0.639940964,0.727803736,0.698427577,0.802972518,0.732041909,0.723770058,0.727803736,52.41673207,396.6148256,0.046102075,0.061821222,0.049712688
207,10X,DLPFC,151675,SpaGCN,Brain,0.335206119,0.50943656,0.439898867,0.584969153,0.517217908,0.501885877,0.50943656,45.59693832,1029.993025,0.098990466,0.062272378,0.078136742
208,10X,DLPFC,151675,SpaceFlow,Brain,0.443140022,0.601607034,0.533877266,0.677229389,0.603928158,0.599309809,0.601607034,29.88265376,452.1759747,0.031015143,0.060578508,0.127139095
209,10X,DLPFC,151675,SpatialMGCN,Brain,0.423256398,0.605852567,0.514021814,0.650028043,0.615694876,0.596319978,0.605852567,59.83104725,425.2140312,0.05832866,0.061555085,0.099927975
210,10X,DLPFC,151675,stLearn,Brain,0.380919024,0.528522684,0.483787828,0.630398205,0.527006533,0.530047584,0.528522684,334.0972071,5993.324579,0.183959619,0.065676559,0.043451895
211,10X,DLPFC,151676,BASS,Brain,0.561870029,0.67173521,0.633864726,0.748761294,0.678924684,0.664696407,0.67173521,1617.237836,2093.34,0.039055669,0.062670431,0.066325729
212,10X,DLPFC,151676,Banksy,Brain,0.523255422,0.682886085,0.606571398,0.712911688,0.674292339,0.69170171,0.682886085,13.34697576,598.530175,0.038181288,0.062692191,-0.028920382
213,10X,DLPFC,151676,BayesSpace,Brain,0.325488097,0.499725994,0.437558317,0.604779948,0.503315302,0.496187517,0.499725994,1692.516832,7931.48,0.042261731,0.063001941,0.123918495
214,10X,DLPFC,151676,CCST,Brain,0.446864585,0.610830871,0.557985178,0.659982512,0.585349591,0.639419592,0.610830871,248.5651094,1134.445668,0.020751967,0.062443721,-0.049565353
215,10X,DLPFC,151676,CellCharter,Brain,0.424839636,0.592839505,0.51754952,0.661672982,0.603825411,0.582281578,0.592839505,209.316904,397.465864,0.055202565,0.063127067,0.11723368
216,10X,DLPFC,151676,DeepST,Brain,0.551812679,0.685934147,0.62600043,0.742698922,0.690323247,0.681680205,0.685934147,253.2853921,4780.932582,0.045059749,0.062508645,0.00526907
217,10X,DLPFC,151676,GraphST,Brain,0.579865766,0.665194928,0.6488877,0.754590498,0.671503067,0.659004205,0.665194928,22.70998669,835.5823933,0.016321772,0.062355235,0.109695508
218,10X,DLPFC,151676,PRECAST,Brain,0.369855712,0.504330397,0.475446156,0.578548528,0.505617821,0.503049512,0.504330397,33.36105804,1132.58,0.068784611,0.068550973,0.103615628
219,10X,DLPFC,151676,SEDR,Brain,0.525601437,0.67045583,0.607196822,0.733896823,0.663822665,0.677326193,0.67045583,21.10502739,1956.075718,0.022500729,0.062387897,-0.052195781
220,10X,DLPFC,151676,STAGATE,Brain,0.473992215,0.613980657,0.561060423,0.6761877,0.617580877,0.610422297,0.613980657,49.29168549,405.8947357,0.052054795,0.063292672,0.07636108
221,10X,DLPFC,151676,SpaGCN,Brain,0.311338391,0.488021357,0.422737002,0.558729233,0.495606068,0.480665297,0.488021357,43.07679009,1011.548491,0.091809968,0.06404869,0.10270254
222,10X,DLPFC,151676,SpaceFlow,Brain,0.408470916,0.568788032,0.504384262,0.682599825,0.577665375,0.560200179,0.568788032,31.85123367,462.2869473,0.034159137,0.06289833,0.113046473
223,10X,DLPFC,151676,SpatialMGCN,Brain,0.383365592,0.535818669,0.4838509,0.661323229,0.542364326,0.529429123,0.535818669,58.67850561,459.1312759,0.068784611,0.063358229,0.072073709
224,10X,DLPFC,151676,stLearn,Brain,0.298390339,0.486345809,0.426251802,0.625182163,0.476911355,0.496161068,0.486345809,319.5095447,5747.151181,0.1897406,0.066132036,0.010862666
225,10X,Human Breast,sample01,BASS,Breast,0.118773088,0.218259961,0.266067634,0.485496909,0.228729819,0.208706642,0.218259961,1551.217532,1252.94,0.094626724,0.07192124,-0.038905445
226,10X,Human Breast,sample01,Banksy,Breast,0.155884521,0.233184853,0.315445394,0.47446505,0.234426271,0.231989418,0.233184853,11.6473887,444.2329588,0.148739895,0.071665765,-0.092746478
227,10X,Human Breast,sample01,BayesSpace,Breast,0.154609372,0.283376155,0.294033795,0.529243937,0.298911773,0.269375645,0.283376155,1070.10441,4469.48,0.163575844,0.071528776,-0.042232032
228,10X,Human Breast,sample01,CCST,Breast,0.120504766,0.175638669,0.351777851,0.446314788,0.144009838,0.226714024,0.175638669,169.182054,673.9480246,0.047456015,0.068253115,-0.222367951
229,10X,Human Breast,sample01,CellCharter,Breast,0.117915269,0.256764989,0.261248329,0.490917737,0.272093171,0.243079791,0.256764989,192.9199555,348.89846,0.310889206,0.072962208,-0.103528635
230,10X,Human Breast,sample01,DeepST,Breast,0.126040953,0.277611624,0.275825889,0.499001427,0.289035388,0.267101871,0.277611624,169.5839916,3272.354379,0.284640989,0.07422571,-0.135648944
231,10X,Human Breast,sample01,GraphST,Breast,0.140846208,0.310923305,0.347598621,0.501664289,0.293200151,0.330926943,0.310923305,15.66919818,472.7085009,0.219210651,0.071586098,-0.242686548
232,10X,Human Breast,sample01,PRECAST,Breast,0.159977739,0.320690434,0.317830148,0.548264384,0.324955008,0.316536342,0.320690434,29.00410395,801.1,0.273418925,0.076053942,-0.181203171
233,10X,Human Breast,sample01,SEDR,Breast,0.078903106,0.194390392,0.250222773,0.439182121,0.197756599,0.191149373,0.194390392,19.44988546,1224.120873,0.094341417,0.068094729,-0.138069868
234,10X,Human Breast,sample01,STAGATE,Breast,0.196334508,0.314471905,0.343684886,0.535710889,0.319379984,0.309723983,0.314471905,36.74093471,376.4019751,0.333143129,0.073477637,-0.204171225
235,10X,Human Breast,sample01,SpaGCN,Breast,0.13943386,0.275403404,0.281813432,0.512125535,0.29010319,0.262121476,0.275403404,20.84599857,714.5163057,0.291963861,0.077028307,-0.103234821
236,10X,Human Breast,sample01,SpaceFlow,Breast,0.08685806,0.189904248,0.235310664,0.461055635,0.20015958,0.180679172,0.189904248,26.61465154,402.2707163,0.215977175,0.070803547,-0.138484231
237,10X,Human Breast,sample01,SpatialMGCN,Breast,0.106931741,0.227433123,0.269439475,0.469329529,0.232396139,0.222677654,0.227433123,44.82733998,564.8146614,0.129814551,0.071137083,-0.159803776
238,10X,Human Breast,sample01,stLearn,Breast,0.203544233,0.312781173,0.344664258,0.510699001,0.322155223,0.303937229,0.312781173,225.0177652,3688.377856,0.373276272,0.075597459,-0.180636615
239,10X,Human Breast,sample02,BASS,Breast,0.138092578,0.267705751,0.303439203,0.524285714,0.290591474,0.248161619,0.267705751,1104.309916,1174.18,0.066428571,0.079411878,0.001774012
240,10X,Human Breast,sample02,Banksy,Breast,0.100655406,0.255471221,0.283139514,0.528571429,0.271893924,0.240919414,0.255471221,7.467876101,345.9643759,0.087142857,0.081526124,-0.087311051
241,10X,Human Breast,sample02,BayesSpace,Breast,0.159442602,0.294029461,0.327408014,0.549285714,0.31572599,0.27512314,0.294029461,708.016156,2998.4,0.081428571,0.082516465,-0.019343745
242,10X,Human Breast,sample02,CCST,Breast,0.103240463,0.202816249,0.356121335,0.451285714,0.177274649,0.237270683,0.202816249,105.6136318,393.5254719,0.060857143,0.080283181,-0.071113251
243,10X,Human Breast,sample02,CellCharter,Breast,0.114339118,0.240640604,0.282180015,0.515285714,0.262134295,0.222444605,0.240640604,137.7646149,300.1335241,0.163571429,0.08248329,-0.072769793
244,10X,Human Breast,sample02,DeepST,Breast,0.104182103,0.26183274,0.277276876,0.527571429,0.283870504,0.243003544,0.26183274,115.7849748,2273.429846,0.147,0.081986265,-0.114573305
245,10X,Human Breast,sample02,GraphST,Breast,0.148220565,0.26200136,0.334980782,0.515,0.269538737,0.254874065,0.26200136,12.37979188,309.3152704,0.256428571,0.088552235,-0.142044966
246,10X,Human Breast,sample02,PRECAST,Breast,0.189941919,0.307603837,0.363815203,0.562142857,0.32024834,0.295919904,0.307603837,18.50974007,532.34,0.195714286,0.090347601,-0.11929311
247,10X,Human Breast,sample02,SEDR,Breast,0.083647043,0.232848853,0.268546156,0.500857143,0.249768829,0.21813247,0.232848853,10.67666006,975.3091965,0.051,0.078617927,-0.028438193
248,10X,Human Breast,sample02,STAGATE,Breast,0.124218549,0.267392412,0.317302596,0.537,0.2758946,0.259399079,0.267392412,24.14229798,281.9461405,0.196714286,0.083015662,-0.111453566
249,10X,Human Breast,sample02,SpaGCN,Breast,0.129387476,0.298697248,0.284662725,0.552142857,0.334159251,0.270039798,0.298697248,20.94671617,552.444989,0.230714286,0.083395833,-0.051887877
250,10X,Human Breast,sample02,SpaceFlow,Breast,0.087569704,0.210391206,0.246556529,0.503,0.235535401,0.190111581,0.210391206,15.74172292,302.1796083,0.269142857,0.084748362,-0.05240014
