,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Rep
154,SRTsim,sim4,SRTsim_4_2,DeepST,0.998206599085692,0.9966826285374576,0.9986549501000014,0.9993388429752066,0.996682010986031,0.9966832460896496,0.9966826285374578,157.95389771461487,858.7856521606445,0.0006611570247933,0.0629940788348703,0.1630776149950349,3
155,SRTsim,sim4,SRTsim_4_2,GraphST,0.9946256275591382,0.9898435570277112,0.995969223020942,0.99801652892562,0.9898429437138202,0.9898441703423622,0.9898435570277112,20.78381085395813,581.4239416122437,0.0019834710743801,0.06301133040631,0.1626694362355285,3
156,SRTsim,sim4,SRTsim_4_2,SEDR,0.9946244614987256,0.9900491248269274,0.9959683484761426,0.99801652892562,0.9900485113856652,0.9900497382689496,0.9900491248269274,18.32643222808838,386.4129867553711,0.0013223140495867,0.0629940788348703,0.1629653281392259,3
157,SRTsim,sim4,SRTsim_4_2,SpaceFlow,0.6761262918954978,0.8246113598799183,0.7874034509092032,0.7451239669421488,0.7433728623654775,0.9257844622985724,0.8246113598799183,17.523269653320312,477.6583309173584,0.0241322314049586,0.0630149033237413,0.1853048156252278,3
158,SRTsim,sim4,SRTsim_4_2,SpaGCN,0.9973116516376276,0.9953141095033792,0.9979837413809092,0.99900826446281,0.9953127219185924,0.9953154970920348,0.9953141095033792,26.646148681640625,579.6945667266846,0.00099173553719,0.063515490817193,0.1626798718419037,3
159,SRTsim,sim4,SRTsim_4_2,SpatialMGCN,0.9919466389767398,0.9861668740642116,0.9939599959939336,0.9970247933884298,0.9861639746078252,0.9861697735376472,0.9861668740642116,55.48722767829895,593.5897607803345,0.0016528925619834,0.0629940788348703,0.1628013966289342,3
160,SRTsim,sim4,SRTsim_4_2,STAGATE,0.9937434973855443,0.9893444930054268,0.9953076237232036,0.9976859504132232,0.9893443397543894,0.989344646256512,0.9893444930054268,63.28433179855347,477.6790075302124,0.0023140495867768,0.0629940788348703,0.1627559313962425,3
161,SRTsim,sim4,SRTsim_4_2,stLearn,0.9735888240496786,0.9647916703926672,0.9801916642565192,0.9900826446280993,0.9647892792183244,0.964794061578863,0.9647916703926674,5.181477069854736,352.6026859283447,0.0099173553719008,0.0643910108030438,0.157175722357847,3
162,SRTsim,sim4,SRTsim_4_3,CCST,0.9485884510345588,0.9403520995846252,0.9571578049434192,0.9775206611570249,0.9403289537922332,0.9403752465164928,0.9403520995846252,270.3154940605164,845.4346256256104,0.0145454545454545,0.0633462982926845,0.0908798247225143,3
163,SRTsim,sim4,SRTsim_4_3,DeepST,0.9822576625311866,0.9763047232465932,0.9852149446111276,0.992396694214876,0.9762837681416616,0.9763256792511114,0.9763047232465932,129.8918490409851,858.7845306396484,0.0052892561983471,0.0629940788348703,0.0921334028363387,3
164,SRTsim,sim4,SRTsim_4_3,GraphST,0.5567016411344193,0.7073981071256737,0.6407790729776258,0.692892561983471,0.6838733014618156,0.7325990473913182,0.7073981071256737,21.93684434890747,581.4238805770874,0.1071074380165289,0.0636582929901718,0.024145644769698,3
165,SRTsim,sim4,SRTsim_4_3,SEDR,0.9725522619202503,0.966657632423126,0.9771281755203216,0.988099173553719,0.9665817726879354,0.966733504066572,0.9666576324231262,18.47519564628601,386.4131422042847,0.0066115702479338,0.0629940788348703,0.0918603799072026,3
166,SRTsim,sim4,SRTsim_4_3,SpaceFlow,0.4783010735538163,0.639548076459318,0.6021809596975165,0.6390082644628099,0.5888833908867432,0.6997513021785772,0.639548076459318,23.17627239227295,477.6581478118897,0.1295867768595041,0.0630702309554919,0.079878142164874,3
167,SRTsim,sim4,SRTsim_4_3,SpaGCN,0.7856106294715783,0.8818747958915054,0.830725637667493,0.8333884297520661,0.8466603032589907,0.9201457107154368,0.8818747958915054,53.53250098228455,579.6947431564331,0.0479338842975206,0.0640499880891721,0.0963787052260846,3
168,SRTsim,sim4,SRTsim_4_3,SpatialMGCN,0.7382125521000403,0.7976613352370964,0.7826122390642111,0.8647933884297521,0.7938345088822724,0.8015252361679628,0.7976613352370965,48.44019317626953,593.5890169143677,0.0783471074380165,0.0640162048816465,0.0755508698932121,3
169,SRTsim,sim4,SRTsim_4_3,STAGATE,0.9522803139080972,0.94953010404141,0.9602357840228384,0.9788429752066116,0.949457290601334,0.9496029286504004,0.9495301040414098,61.86717510223389,477.6790075302124,0.0148760330578512,0.0638697200035712,0.0874851876028853,3
170,SRTsim,sim4,SRTsim_4_3,stLearn,0.6892947318762678,0.8079840832704765,0.7466380310860052,0.8198347107438017,0.7907218414831596,0.8260168500901054,0.8079840832704765,5.23444128036499,352.601676940918,0.1537190082644628,0.0655286880466557,0.077279395763724,3
171,SRTsim,sim4,SRTsim_4_4,CCST,0.7597613134415371,0.8523120064734963,0.7940023248457155,0.8495867768595041,0.8352919582673969,0.8700400883720054,0.8523120064734963,262.9579448699951,845.4352712631226,0.04099173553719,0.0632538046912632,0.0578676087057367,3
172,SRTsim,sim4,SRTsim_4_4,DeepST,0.907815556199804,0.9147260625468296,0.9193475740656388,0.9583471074380164,0.9145637628544032,0.9148884198533151,0.9147260625468296,121.52962040901184,858.7871932983398,0.0224793388429752,0.0629940788348703,0.0556582832876278,3
173,SRTsim,sim4,SRTsim_4_4,GraphST,0.650637061899504,0.7957562817472728,0.7036859773885836,0.7646280991735537,0.7751889271123431,0.8174447707152435,0.7957562817472726,23.759238481521606,581.4245347976685,0.0829752066115702,0.0640237298503738,0.0539117811801908,3
174,SRTsim,sim4,SRTsim_4_4,SEDR,0.7708149321167806,0.8599869002403476,0.8021843417096836,0.8482644628099174,0.8493229043163043,0.8709220929714124,0.8599869002403476,17.493993520736694,386.4121398925781,0.0370247933884297,0.0630971919735248,0.0572349013093894,3
175,SRTsim,sim4,SRTsim_4_4,SpaceFlow,0.6923041750566377,0.8237962752627558,0.7459102790220873,0.7457851239669422,0.7841853905020378,0.8676217072029121,0.8237962752627558,15.654335975646973,477.65807151794434,0.0628099173553719,0.0630357278126124,0.0801658432739451,3
176,SRTsim,sim4,SRTsim_4_4,SpaGCN,0.7344034881801261,0.8429262419071639,0.7758462701942289,0.8165289256198347,0.8185564309836684,0.8687916400627934,0.8429262419071638,78.35071539878845,579.6947269439697,0.1110743801652892,0.0655603555604402,0.0488752003791981,3
177,SRTsim,sim4,SRTsim_4_4,SpatialMGCN,0.7692667152134545,0.8696316546978035,0.8028149993876001,0.8512396694214877,0.8523261403895139,0.8876544706298383,0.8696316546978036,51.5961799621582,593.5896654129028,0.0357024793388429,0.0630700940821736,0.0585268500569153,3
